year,state_fips,county_fips,county_name,pct_continuous,rotation_pixel_count
2010,37,41,Chowan,0.3568232086826808,1012
2010,37,117,Martin,0.4294237250625886,864
2010,37,47,Columbus,0.5122235615083546,4218
2010,37,191,Wayne,0.4196081655933877,3839
2010,37,133,Onslow,0.2195094480207241,909
2010,37,107,Lenoir,0.3634775471919335,1707
2010,37,129,New Hanover,0.2727272727272727,33
2010,37,141,Pender,0.3231241090327875,1092
2010,37,51,Cumberland,0.5047001064504306,1365
2010,37,147,Pitt,0.5023063376175037,4066
2010,37,13,Beaufort,0.2437912993655102,3358
2011,17,121,Marion,0.1507729756429065,5930
2011,17,5,Bond,0.1380604413129621,4150
2011,17,83,Jersey,0.0496555859127484,2922
2011,17,163,St. Clair,0.1613109276136823,6583
2011,17,27,Clinton,0.1736603597876298,5079
2011,17,13,Calhoun,0.154275887280722,771
2011,17,119,Madison,0.1650193829824185,6716
2011,17,133,Monroe,0.1807877159272047,3294
2011,17,117,Macoupin,0.0499812963509082,8018
2011,17,171,Scott,0.0363448072497731,2820
2011,17,137,Morgan,0.0335038760746143,6429
2011,17,107,Logan,0.0374805049523545,7807
2011,17,129,Menard,0.0343350205057597,4070
2011,17,167,Sangamon,0.0250084894689173,8168
2011,17,21,Christian,0.0467643377935998,9509
2011,17,127,Massac,0.3199606408424533,2283
2011,17,57,Fulton,0.042153696386646,6899
2011,17,175,Stark,0.0274081434360973,3632
2011,17,203,Woodford,0.0517144552338321,6767
2011,17,179,Tazewell,0.0577678169391165,6986
2011,17,123,Marshall,0.0379646337724894,4351
2011,17,143,Peoria,0.0389589089027066,5442
2011,17,1,Adams,0.0723632084492859,8100
2011,17,177,Stephenson,0.0342477665760349,4099
2011,17,141,Ogle,0.0254577501536463,5143
2011,17,201,Winnebago,0.0420939010407237,2906
2011,17,7,Boone,0.0389075736254159,2423
2011,17,25,Clay,0.2037941897737813,6056
2011,17,185,Wabash,0.1191105693499998,3295
2011,17,9,Brown,0.0733169521302607,1978
2011,17,151,Pope,0.3833213492734498,1015
2011,17,33,Crawford,0.1138903872792711,5782
2011,17,135,Montgomery,0.067978595883564,8952
2011,17,55,Franklin,0.2746167947372517,4464
2011,17,23,Clark,0.126928427035154,6984
2011,17,59,Gallatin,0.3484317402092791,4165
2011,17,75,Iroquois,0.0617473433073165,16283
2011,17,41,Douglas,0.0493844522560669,6776
2011,17,189,Washington,0.1414160214169389,6054
2011,17,159,Richland,0.1295402207699113,5143
2011,17,65,Hamilton,0.2102668151784084,5444
2011,17,193,White,0.2381916200926028,7293
2011,17,169,Schuyler,0.0448557192137107,3258
2011,17,181,Union,0.3807278330962542,1674
2011,17,85,Jo Daviess,0.0394802021392615,2026
2011,17,125,Mason,0.0658329168886311,5533
2011,17,191,Wayne,0.1852254541207892,9735
2011,17,69,Hardin,0.4610650510204082,259
2011,17,61,Greene,0.0550016262552543,5444
2011,17,157,Randolph,0.2034176277272418,5672
2011,17,149,Pike,0.0442575390026264,6283
2011,17,145,Perry,0.2384320732783001,4207
2011,17,87,Johnson,0.3298463754952471,1269
2011,17,173,Shelby,0.0580827673650584,10298
2011,17,51,Fayette,0.1357736195338036,8364
2011,17,139,Moultrie,0.0361181179494549,4835
2011,17,17,Cass,0.0308427915962327,3297
2011,17,15,Carroll,0.0221553650450555,2180
2011,17,47,Edwards,0.1535878223932932,3223
2011,17,79,Jasper,0.1675926120154389,7582
2011,17,187,Warren,0.0313446367260189,6668
2011,17,153,Pulaski,0.4094883952774948,2609
2011,17,165,Saline,0.2490150410308875,4204
2011,17,101,Lawrence,0.1716112772902836,4591
2011,17,45,Edgar,0.0407242554691396,10046
2011,17,71,Henderson,0.0514104641859991,3675
2011,17,199,Williamson,0.2851606095321999,2429
2011,17,77,Jackson,0.4234328126110297,3848
2011,17,147,Piatt,0.0402497089750195,6681
2011,17,53,Ford,0.0544343482808872,8067
2011,17,19,Champaign,0.0523501473619404,15240
2011,17,29,Coles,0.035462561840287,7388
2011,17,35,Cumberland,0.112188961712395,5079
2011,17,183,Vermilion,0.0648071402942231,13250
2011,17,115,Macon,0.0350895909278687,7019
2011,17,49,Effingham,0.1154966689355031,6183
2011,17,67,Hancock,0.0685064683665187,9646
2011,17,95,Knox,0.0309261532246787,7156
2011,17,109,McDonough,0.0446539785127948,6907
2011,17,81,Jefferson,0.2301758185858047,4979
2011,17,113,McLean,0.0451291019602702,17785
2011,17,39,De Witt,0.0502414355758009,6016
2011,17,105,Livingston,0.0488683422723865,17390
2011,17,3,Alexander,0.6426754564463841,2287
2011,17,93,Kendall,0.0578958003483723,3120
2011,17,31,Cook,0.3383592209874135,368
2011,17,37,DeKalb,0.0287201985415631,5512
